Date,Northman Global Income,BofAML GBP LIBOR 1 Mon CM TR GBP
22/10/2008,705.2853845,763.2975716
23/10/2008,709.1150626,766.6658537
24/10/2008,705.2183337,763.2423538
27/10/2008,720.5785288,776.752294
28/10/2008,733.5883993,788.1455543
29/10/2008,686.655558,747.1923976
30/10/2008,698.5975174,757.7573917
31/10/2008,708.430688,766.4265768
03/11/2008,707.090773,765.2485984
04/11/2008,683.1908528,744.2290456
05/11/2008,735.2877519,790.3726698
06/11/2008,752.4075182,805.3182712
07/11/2008,749.4421582,802.7414434
10/11/2008,753.9712901,806.6803088
11/11/2008,731.0225551,786.7467049
12/11/2008,730.432989,786.2313393
13/11/2008,737.0645227,792.0292019
14/11/2008,740.249258,794.8084948
17/11/2008,741.6213674,796.0048792
18/11/2008,732.371992,787.9430892
19/11/2008,724.431107,781.00406
20/11/2008,725.8602382,782.2556621
21/11/2008,717.5763762,775.0037323
24/11/2008,739.1396177,793.925011
25/11/2008,754.6064459,807.4165453
26/11/2008,763.3997756,815.0549992
27/11/2008,790.4998758,838.5409444
28/11/2008,794.3067332,841.8171969
01/12/2008,807.0014525,852.7319034
02/12/2008,778.7819417,828.5465335
03/12/2008,778.3342318,828.1600094
04/12/2008,766.2048377,817.6870448
05/12/2008,761.4663393,813.5825262
08/12/2008,755.7151482,808.5945237
09/12/2008,709.4162575,768.3776036
10/12/2008,696.9732866,757.4260853
11/12/2008,702.3909256,762.2116227
12/12/2008,694.335209,755.1069402
15/12/2008,690.774867,751.9595291
16/12/2008,684.2231951,746.1616665
17/12/2008,682.6247818,744.7444111
18/12/2008,682.6870281,744.7996289
19/12/2008,715.1594278,773.6048829
22/12/2008,712.101894,770.9176196
23/12/2008,733.1930724,789.47078
24/12/2008,711.0731502,770.1261653
25/12/2008,702.602749,762.6717705
26/12/2008,687.6227276,749.4563249
29/12/2008,705.6317921,765.4142516
30/12/2008,719.0157511,777.2124419
31/12/2008,719.0786279,777.2676596
01/01/2009,732.2829936,788.8633849
02/01/2009,735.5856809,791.7531132
05/01/2009,715.6883347,774.3595253
06/01/2009,720.1270475,778.2615789
07/01/2009,713.3977539,772.3532808
08/01/2009,710.7613933,770.0341358
09/01/2009,699.3039378,759.9476954
12/01/2009,678.3195774,741.4129409
13/01/2009,672.6661713,736.3881266
14/01/2009,675.0642595,738.5232125
15/01/2009,648.3145554,714.7243669
16/01/2009,640.4363577,707.6564962
19/01/2009,633.4168654,701.343268
20/01/2009,640.0734625,707.3435957
21/01/2009,653.701318,719.6019338
22/01/2009,636.1317046,703.8648781
23/01/2009,594.3838693,666.2615976
26/01/2009,571.4770467,645.3340744
27/01/2009,598.2151908,669.9611862
28/01/2009,574.8214601,648.610327
29/01/2009,574.9814707,648.7575743
30/01/2009,577.3217585,650.9110661
02/02/2009,611.9145487,682.716484
03/02/2009,607.5806732,678.7776185
04/02/2009,611.2813765,682.1459006
05/02/2009,619.7042723,689.8027605
06/02/2009,642.09897,710.1044827
09/02/2009,640.6880347,708.8344747
10/02/2009,630.0392161,699.2449939
11/02/2009,632.4631539,701.4352976
12/02/2009,637.7632804,706.220835
13/02/2009,660.2044005,726.4489335
16/02/2009,651.7124955,718.8472914
17/02/2009,649.4156848,716.7858291
18/02/2009,654.5183213,721.3689015
19/02/2009,649.1202423,716.5281463
20/02/2009,621.2532949,691.4961045
23/02/2009,654.3914788,721.5345547
24/02/2009,660.443779,726.9642991
25/02/2009,695.2631415,758.1439159
26/02/2009,675.4735726,740.6030807
27/02/2009,668.0008875,733.9401401
02/03/2009,655.0254098,722.3444149
03/03/2009,653.9997366,721.4241192
04/03/2009,665.9347718,732.1363607
05/03/2009,667.0256089,733.1118741
06/03/2009,662.7843431,729.320256
09/03/2009,680.1797529,744.8916584
10/03/2009,688.4061143,752.2172119
11/03/2009,667.2929451,733.4615864
12/03/2009,666.5929789,732.8357854
13/03/2009,675.484771,740.7871398
16/03/2009,672.9050207,738.4864007
17/03/2009,701.3220706,763.849749
18/03/2009,703.6092887,765.8743994
19/03/2009,688.9198191,752.8798247
20/03/2009,708.2280309,770.0341358
23/03/2009,719.4982406,779.9917348
24/03/2009,719.3937478,779.8997052
25/03/2009,738.9751351,797.1460458
26/03/2009,751.497593,808.11597
27/03/2009,751.9613979,808.5209001
30/03/2009,765.329084,820.190249
31/03/2009,759.7006373,815.2942761
01/04/2009,757.5878523,813.4536848
02/04/2009,737.7177763,796.1337206
03/04/2009,744.2701597,801.8763654
06/04/2009,741.2195369,799.207508
07/04/2009,761.9044345,817.3189265
08/04/2009,769.4716724,823.9082434
09/04/2009,766.5276882,821.3498215
10/04/2009,740.5180279,798.7289543
13/04/2009,744.6787278,802.3733251
14/04/2009,754.440111,810.9136688
15/04/2009,755.3892861,811.7419349
16/04/2009,749.3341163,806.4594378
17/04/2009,755.7374659,812.0548354
20/04/2009,774.3686647,828.3072567
21/04/2009,768.1773158,822.93273
22/04/2009,748.3634346,805.7047954
23/04/2009,749.1003831,806.3490023
24/04/2009,759.9883364,815.8648594
27/04/2009,752.9338568,809.7172844
28/04/2009,752.8495322,809.6436608
29/04/2009,759.5953507,815.533553
30/04/2009,764.8961427,820.1534372
01/05/2009,760.6876124,816.4906605
04/05/2009,736.1829515,795.1398012
05/05/2009,736.7285119,795.618355
06/05/2009,726.2144027,786.3969925
07/05/2009,726.7165982,786.8387344
08/05/2009,740.3196311,798.802578
11/05/2009,716.8139226,778.2063612
12/05/2009,715.9792345,777.4701247
13/05/2009,726.4103697,786.6730812
14/05/2009,720.6774129,781.629861
15/05/2009,718.2542312,779.4947751
18/05/2009,729.3180942,789.2499091
19/05/2009,719.9371409,781.00406
20/05/2009,739.0463993,797.8454705
21/05/2009,716.7082577,778.2615789
22/05/2009,717.1255098,778.6296972
25/05/2009,708.4873716,771.0096492
26/05/2009,706.8430981,769.555582
27/05/2009,697.1069335,760.9416147
28/05/2009,700.9447548,764.3467086
29/05/2009,694.4028187,758.548846
01/06/2009,709.9284084,772.3348749
02/06/2009,717.3406104,778.88738
03/06/2009,740.0412082,798.9130134
04/06/2009,743.2534567,801.7291181
05/06/2009,748.9271015,806.6987147
08/06/2009,760.46021,816.7851551
09/06/2009,768.3978349,823.7057784
10/06/2009,771.0422083,826.0065175
11/06/2009,785.0353793,838.1728261
12/06/2009,788.6047777,841.2650195
15/06/2009,790.6250399,843.0135813
16/06/2009,778.4333588,832.466993
17/06/2009,782.3995595,835.9088988
18/06/2009,800.2551953,851.3882717
19/06/2009,795.3071426,847.1180999
22/06/2009,811.0911618,860.7568815
23/06/2009,808.7174,858.7138251
24/06/2009,803.5238732,854.2411883
25/06/2009,812.787429,862.2293545
26/06/2009,821.5803517,869.7941848
29/06/2009,819.5649512,868.064029
30/06/2009,808.6572027,858.6954192
01/07/2009,818.3811828,867.0701097
02/07/2009,826.6718544,874.1931981
03/07/2009,817.7632533,866.5547441
06/07/2009,802.9839617,853.8546641
07/07/2009,811.6905671,861.3642766
08/07/2009,812.5246278,862.0821072
09/07/2009,826.8349508,874.3956631
10/07/2009,847.0772289,891.7524392
13/07/2009,856.8485081,900.0903178
14/07/2009,861.3022373,903.8819359
15/07/2009,855.6318525,899.0595867
16/07/2009,851.0497472,895.1575331
17/07/2009,859.5778679,902.4278688
20/07/2009,840.2806868,886.0097943
21/07/2009,839.8069495,885.6048642
22/07/2009,835.3500206,881.7948402
23/07/2009,847.1578186,891.8996865
24/07/2009,864.7362865,906.9005057
27/07/2009,867.7900299,909.4957394
28/07/2009,880.143746,919.9871099
29/07/2009,876.5357523,916.9317283
30/07/2009,881.7043548,921.3123356
31/07/2009,883.3133073,922.6743732
03/08/2009,888.35945,926.944545
04/08/2009,906.2154711,942.0373938
05/08/2009,914.9387096,949.3813531
06/08/2009,916.8882532,951.0194794
07/08/2009,908.4512068,943.9332028
10/08/2009,910.2448195,945.4424877
11/08/2009,909.5445941,944.8534985
12/08/2009,896.3955324,933.7915447
13/08/2009,897.0281361,934.3253162
14/08/2009,915.2453573,949.6942537
17/08/2009,913.9310455,948.5898989
18/08/2009,908.281148,943.8411733
19/08/2009,889.4499459,927.9936821
20/08/2009,876.5791181,917.1157874
21/08/2009,884.3091421,923.6682925
24/08/2009,909.0411817,944.5958157
25/08/2009,902.6763271,939.239695
26/08/2009,912.6577586,947.6511973
27/08/2009,914.2557006,948.994829
28/08/2009,924.8321236,957.884885
31/08/2009,912.5192368,947.5591677
01/09/2009,934.8453855,966.3331991
02/09/2009,927.5651819,960.2408419
03/09/2009,920.3623919,954.2037024
04/09/2009,940.3799457,971.008301
07/09/2009,931.9904077,963.9956481
08/09/2009,935.1774765,966.6645055
09/09/2009,924.0700328,957.3695194
10/09/2009,931.7934805,963.8484008
11/09/2009,920.606453,954.4797911
14/09/2009,922.6454383,956.191541
15/09/2009,896.1925831,933.9940098
16/09/2009,908.6863914,944.540598
17/09/2009,888.3082135,927.386287
18/09/2009,901.3666169,938.4298348
21/09/2009,886.6763992,926.0426553
22/09/2009,901.8831808,938.9083886
23/09/2009,905.9216368,942.3134825
24/09/2009,909.6578481,945.4608936
25/09/2009,929.8851487,962.4863633
28/09/2009,928.8528433,961.6212853
29/09/2009,936.8239642,968.3026318
30/09/2009,938.9576584,970.0880054
01/10/2009,943.3370428,973.7507821
02/10/2009,962.346886,989.6350851
05/10/2009,954.2082275,982.8617091
06/10/2009,953.3692689,982.1622844
07/10/2009,936.9462626,968.468285
08/10/2009,933.360916,965.4681212
09/10/2009,956.2409745,984.6286767
12/10/2009,949.2839698,978.8308141
13/10/2009,958.2816187,986.3404267
14/10/2009,920.5654708,954.921533
15/10/2009,931.8728143,964.4189841
16/10/2009,919.7907745,954.2957319
19/10/2009,946.4103969,976.6589164
20/10/2009,949.7596303,979.4566152
21/10/2009,946.5844091,976.8061637
22/10/2009,948.6557185,978.5363195
23/10/2009,946.076461,976.3828277
26/10/2009,926.7757337,960.2592478
27/10/2009,922.5631746,956.7253125
28/10/2009,931.4408453,964.1797073
29/10/2009,935.2183943,967.3455243
30/10/2009,947.0218923,977.2294997
02/11/2009,940.5212842,971.7997553
03/11/2009,948.113083,978.1497953
04/11/2009,925.4770912,959.2469226
05/11/2009,920.9151462,955.4184926
06/11/2009,942.2121348,973.3090402
09/11/2009,949.8499703,979.695892
10/11/2009,959.4844599,987.7392761
11/11/2009,966.111976,993.26105
12/11/2009,973.8990571,999.7399314
13/11/2009,965.1022551,992.4327839
16/11/2009,968.4198725,995.1936709
17/11/2009,987.7639156,1011.280439
18/11/2009,992.69691,1015.366552
19/11/2009,994.365137,1016.746995
20/11/2009,993.6308682,1016.1396
23/11/2009,995.2994117,1017.520043
24/11/2009,996.1673483,1018.237874
25/11/2009,987.3974196,1010.985944
26/11/2009,981.7982746,1006.347654
27/11/2009,987.2800087,1010.893915
30/11/2009,977.7706274,1003.016184
01/12/2009,986.4187225,1010.19449
02/12/2009,990.5727316,1013.636396
03/12/2009,970.051867,996.647738
04/12/2009,951.0794724,980.8738705
07/12/2009,944.0016644,974.9655724
08/12/2009,934.6008839,967.1062475
09/12/2009,938.2481033,970.161629
10/12/2009,925.1869459,959.2285166
11/12/2009,909.4441518,946.013071
14/12/2009,918.7957001,953.8908018
15/12/2009,931.6915434,964.7318847
16/12/2009,939.5737152,971.3396075
17/12/2009,932.9317665,965.7810217
18/12/2009,907.9394679,944.8350926
21/12/2009,890.8168893,930.4048567
22/12/2009,897.6480978,936.1843134
23/12/2009,901.8969485,939.7734665
24/12/2009,906.3025195,943.4914609
25/12/2009,912.7427291,948.9212053
28/12/2009,908.5888707,945.4240818
29/12/2009,914.0494253,950.0255601
30/12/2009,930.8008008,964.1244895
31/12/2009,937.9340615,970.1064113
01/01/2010,948.5954727,979.0332792
04/01/2010,955.8881785,985.1256364
05/01/2010,954.54213,984.0028757
06/01/2010,946.3798995,977.1926878
07/01/2010,952.5019295,982.3095317
08/01/2010,938.235362,970.4009059
11/01/2010,955.0082102,984.4446176
12/01/2010,966.3476028,993.9052569
13/01/2010,983.6403715,1008.298681
14/01/2010,994.5368135,1017.335984
15/01/2010,993.2023188,1016.23163
18/01/2010,1009.345323,1029.594322
19/01/2010,1010.884548,1030.86433
20/01/2010,1009.902711,1030.05447
21/01/2010,1018.447477,1037.103935
22/01/2010,1013.240401,1032.815357
25/01/2010,1015.093359,1034.343048
26/01/2010,1008.013789,1028.508374
27/01/2010,1013.923657,1033.385941
28/01/2010,1019.326954,1037.840172
29/01/2010,1018.879922,1037.472053
01/02/2010,1020.556143,1038.852497
02/02/2010,1019.304149,1037.821766
03/02/2010,1025.808434,1043.177886
04/02/2010,1026.770781,1043.969341
05/02/2010,1037.895825,1053.117079
08/02/2010,1032.377318,1048.589225
09/02/2010,1034.102793,1050.00648
10/02/2010,1025.494928,1042.938609
11/02/2010,1027.12855,1044.282241
12/02/2010,1041.746325,1056.301302
15/02/2010,1049.715784,1062.835402
16/02/2010,1045.601276,1059.467119
17/02/2010,1034.503174,1050.374598
18/02/2010,1047.572417,1061.105246
19/02/2010,1049.055691,1062.320036
22/02/2010,1045.481329,1059.393496
23/02/2010,1053.254134,1065.761942
24/02/2010,1059.711139,1071.044439
25/02/2010,1041.465087,1056.135649
26/02/2010,1037.851189,1053.172297
01/03/2010,1050.367577,1063.442797
02/03/2010,1036.809179,1052.344031
03/03/2010,1023.779858,1041.650196
04/03/2010,1036.82051,1052.380843
05/03/2010,1043.615329,1057.957835
08/03/2010,1009.843508,1030.275341
09/03/2010,1006.074133,1027.164742
10/03/2010,1013.027717,1032.907387
11/03/2010,998.6325602,1021.035573
12/03/2010,966.9884139,994.8623644
15/03/2010,951.6903234,982.1254726
16/03/2010,933.8636261,967.2350888
17/03/2010,903.571576,941.8349288
18/03/2010,961.2185419,990.500163
19/03/2010,949.4770649,980.7082172
22/03/2010,960.3306651,989.7823324
23/03/2010,971.4077059,999.0221008
24/03/2010,933.6322407,967.5848012
25/03/2010,933.5444913,967.5111775
26/03/2010,943.3722332,975.7570266
29/03/2010,910.573273,948.2954043
30/03/2010,892.0226613,932.6503781
31/03/2010,889.8059124,930.772975
01/04/2010,891.2612788,932.0061712
02/04/2010,863.252516,908.2809491
05/04/2010,884.278584,926.2083085
06/04/2010,918.3562039,955.123998
07/04/2010,916.870019,953.8723959
08/04/2010,911.3860457,949.2525117
09/04/2010,908.7674122,947.0438022
12/04/2010,921.8311456,958.0689441
13/04/2010,903.196279,942.3871061
14/04/2010,890.8028757,931.9141416
15/04/2010,881.8977155,924.3677172
16/04/2010,894.4262272,935.006335
19/04/2010,904.5557673,943.5834905
20/04/2010,911.3531711,949.3261354
21/04/2010,919.7318438,956.394006
22/04/2010,923.1638208,959.2837344
23/04/2010,927.5609308,962.9833229
26/04/2010,931.0644759,965.928269
27/04/2010,930.3851472,965.3576857
28/04/2010,940.9679638,974.2477417
29/04/2010,929.5265325,964.658261
30/04/2010,914.520918,952.0502105
03/05/2010,897.4252368,937.6383806
04/05/2010,885.7456127,927.7544052
05/05/2010,891.2119729,932.3926953
06/05/2010,857.0047826,903.4033822
07/05/2010,857.586493,903.9003418
10/05/2010,833.6469021,883.4513724
11/05/2010,840.5666124,889.3964823
12/05/2010,837.4335972,886.709219
13/05/2010,867.7751164,912.753586
14/05/2010,878.5296986,921.9197308
17/05/2010,898.1654876,938.613894
18/05/2010,904.1237029,943.6571142
19/05/2010,911.5487497,949.9335305
20/05/2010,934.2314161,969.0756802
21/05/2010,930.3957944,965.8546454
24/05/2010,921.1541691,958.08735
25/05/2010,909.7020175,948.4426516
26/05/2010,907.3912435,946.4916248
27/05/2010,905.4738526,944.8719044
28/05/2010,921.8300366,958.6947452
31/05/2010,943.5127974,976.953411
01/06/2010,943.2492818,976.73254
02/06/2010,951.7032633,983.8188166
03/06/2010,954.9149552,986.5060799
04/06/2010,944.7890424,978.0393598
07/06/2010,943.5370222,976.9902228
08/06/2010,931.2397713,966.6829115
09/06/2010,961.7039335,992.2855366
10/06/2010,961.5716814,992.1751011
11/06/2010,959.3014164,990.2792921
14/06/2010,954.8071187,986.5244858
15/06/2010,947.4558016,980.3769108
16/06/2010,964.6186406,994.751929
17/06/2010,957.0979642,988.4755126
18/06/2010,928.2079884,964.3269546
21/06/2010,932.7813476,968.1737904
22/06/2010,934.8184022,969.8855403
23/06/2010,934.9717964,970.0143817
24/06/2010,951.2759561,983.7083811
25/06/2010,940.8085383,974.9471664
28/06/2010,920.7105584,958.08735
29/06/2010,917.2154206,955.1424039
30/06/2010,925.8373985,962.4127396
01/07/2010,908.6046515,947.9088801
02/07/2010,898.4526498,939.3317246
05/07/2010,908.5380323,947.8720683
06/07/2010,918.5153981,956.3019765
07/07/2010,923.6678905,960.645772
08/07/2010,954.530323,986.6349213
09/07/2010,955.5423701,987.4815933
12/07/2010,968.1076441,997.9913697
13/07/2010,970.5567043,1000.034426
14/07/2010,963.6251977,994.2549693
15/07/2010,968.4525748,998.2858643
16/07/2010,982.6845284,1010.157678
19/07/2010,984.3221339,1011.519716
20/07/2010,998.4678334,1023.281094
21/07/2010,998.8896484,1023.630807
22/07/2010,996.269732,1021.458909
23/07/2010,992.8301438,1018.605992
26/07/2010,985.8227269,1012.789724
27/07/2010,1006.63768,1030.091282
28/07/2010,1000.789494,1025.250527
29/07/2010,995.3924079,1020.77789
30/07/2010,994.3274834,1019.894406
02/08/2010,1005.728583,1029.355046
03/08/2010,1000.148341,1024.735161
04/08/2010,1001.258692,1025.655457
05/08/2010,999.2374011,1023.980519
06/08/2010,994.6413984,1020.170495
09/08/2010,1004.468115,1028.324314
10/08/2010,996.2666732,1021.532533
11/08/2010,1013.973675,1036.220451
12/08/2010,1024.127779,1044.613548
13/08/2010,1019.821475,1041.061206
16/08/2010,1018.81827,1040.23294
17/08/2010,1022.117043,1042.957015
18/08/2010,1019.708261,1040.969177
19/08/2010,1038.835576,1056.76145
20/08/2010,1034.315602,1053.043456
23/08/2010,1028.994784,1048.662848
24/08/2010,1037.727009,1055.85956
25/08/2010,1029.091776,1048.754878
26/08/2010,1034.675081,1053.356356
27/08/2010,1041.158782,1058.694071
30/08/2010,1037.465135,1055.657095
31/08/2010,1039.836318,1057.608122
01/09/2010,1029.832475,1049.380679
02/09/2010,1016.140421,1038.097854
03/09/2010,1023.24631,1043.969341
06/09/2010,1022.644026,1043.472381
07/09/2010,1026.971031,1047.043128
08/09/2010,1040.989966,1058.602042
09/09/2010,1039.109708,1057.055945
10/09/2010,1064.573416,1078.001874
13/09/2010,1067.406453,1080.321019
14/09/2010,1061.692348,1075.645917
15/09/2010,1067.355307,1080.284207
16/09/2010,1054.240048,1069.55356
17/09/2010,1053.858572,1069.240659
20/09/2010,1049.75239,1065.872377
21/09/2010,1055.021194,1070.197767
22/09/2010,1023.937541,1044.705577
23/09/2010,1026.324315,1046.67501
24/09/2010,1043.30739,1060.68191
27/09/2010,1035.269241,1054.074187
28/09/2010,1023.644468,1044.503112
29/09/2010,1001.451814,1026.189229
30/09/2010,1018.283028,1040.140911
01/10/2010,1027.595713,1047.834582
04/10/2010,1020.855072,1042.275997
05/10/2010,994.619418,1020.612237
06/10/2010,989.5863472,1016.434095
07/10/2010,1014.880914,1037.453647
08/10/2010,1042.729961,1060.479445
11/10/2010,1037.738744,1056.374926
12/10/2010,1043.32885,1060.976404
13/10/2010,1051.879783,1068.007463
14/10/2010,1048.740781,1065.430635
15/10/2010,1051.765848,1067.915434
18/10/2010,1052.886894,1068.835729
19/10/2010,1063.606401,1077.633756
20/10/2010,1070.437728,1083.229153
21/10/2010,1068.412686,1081.572621
22/10/2010,1068.165276,1081.370156
25/10/2010,1066.073631,1079.658406
26/10/2010,1070.525047,1083.302777
27/10/2010,1084.07052,1094.383137
28/10/2010,1091.221306,1100.217811
29/10/2010,1094.067338,1102.536956
01/11/2010,1096.960065,1104.892913
02/11/2010,1094.133632,1102.592174
03/11/2010,1088.393314,1097.917072
04/11/2010,1072.342032,1084.830468
05/11/2010,1098.000728,1105.813209
08/11/2010,1104.785015,1111.334983
09/11/2010,1099.260281,1106.84394
10/11/2010,1091.298249,1100.365058
11/11/2010,1084.974127,1095.211403
12/11/2010,1097.991019,1105.831615
15/11/2010,1106.290252,1112.586585
16/11/2010,1100.220586,1107.6538
17/11/2010,1095.288813,1103.641311
18/11/2010,1091.58204,1100.622741
19/11/2010,1107.550901,1113.635722
22/11/2010,1089.496693,1098.966209
23/11/2010,1064.932711,1078.940576
24/11/2010,1071.314911,1084.167855
25/11/2010,1082.024718,1092.929069
26/11/2010,1076.118023,1088.10672
29/11/2010,1087.715661,1097.585766
30/11/2010,1086.790363,1096.831123
01/12/2010,1067.903975,1081.425374
02/12/2010,1063.744416,1078.02028
03/12/2010,1085.064997,1095.487491
06/12/2010,1094.606113,1103.273193
07/12/2010,1090.810055,1100.180999
08/12/2010,1093.993796,1102.776233
09/12/2010,1106.103641,1112.641802
10/12/2010,1115.22878,1120.059385
13/12/2010,1106.383394,1112.881079
14/12/2010,1099.069401,1106.935969
15/12/2010,1108.770621,1114.832106
16/12/2010,1108.136321,1114.316741
17/12/2010,1102.926602,1110.083381
20/12/2010,1113.833963,1118.955031
21/12/2010,1114.310121,1119.341555
22/12/2010,1113.31237,1118.531695
23/12/2010,1097.850036,1105.978862
24/12/2010,1093.780636,1102.665798
27/12/2010,1077.221571,1089.174263
28/12/2010,1076.433339,1088.530056
29/12/2010,1094.717627,1103.475658
30/12/2010,1093.090876,1102.150432
31/12/2010,1079.945253,1091.438191
03/01/2011,1075.236146,1087.591355
04/01/2011,1095.541709,1104.193488
05/01/2011,1092.220061,1101.487819
06/01/2011,1088.471385,1098.432438
07/01/2011,1088.697052,1098.616497
10/01/2011,1080.234188,1091.714279
11/01/2011,1059.504743,1074.780839
12/01/2011,1055.779147,1071.725458
13/01/2011,1043.780506,1061.878294
14/01/2011,1025.90254,1047.171969
17/01/2011,1004.252202,1029.299828
18/01/2011,1025.986262,1047.319217
19/01/2011,1030.891306,1051.368518
20/01/2011,1046.066935,1063.884539
21/01/2011,1040.82939,1059.577555
24/01/2011,1048.252893,1065.688318
25/01/2011,1067.286066,1081.333344
26/01/2011,1071.758169,1084.996121
27/01/2011,1072.590367,1085.67714
28/01/2011,1078.821579,1090.775578
31/01/2011,1082.447558,1093.73893
01/02/2011,1073.545502,1086.468594
02/02/2011,1096.292179,1105.076972
03/02/2011,1097.896339,1106.383792
04/02/2011,1095.658892,1104.561607
07/02/2011,1103.339887,1110.819617
08/02/2011,1095.715954,1104.616824
09/02/2011,1106.650104,1113.525286
10/02/2011,1106.106832,1113.083544
11/02/2011,1085.985103,1096.720688
14/02/2011,1096.33545,1105.169002
15/02/2011,1085.807193,1096.591846
16/02/2011,1093.067872,1102.51855
17/02/2011,1064.640953,1079.345506
18/02/2011,1070.65967,1084.27829
21/02/2011,1098.853874,1107.359305
22/02/2011,1097.949856,1106.623069
23/02/2011,1109.496771,1116.02849
24/02/2011,1109.22504,1115.807619
25/02/2011,1109.609973,1116.12052
28/02/2011,1112.553788,1118.513289
01/03/2011,1090.168841,1100.328247
02/03/2011,1075.705759,1088.530056
03/03/2011,1088.487028,1098.984615
04/03/2011,1080.795536,1092.708199
07/03/2011,1097.958319,1106.733504
08/03/2011,1088.265225,1098.837368
09/03/2011,1081.273462,1093.131535
10/03/2011,1076.971249,1089.616005
11/03/2011,1076.476106,1089.211075
14/03/2011,1062.365826,1077.670568
15/03/2011,1076.39348,1089.174263
16/03/2011,1083.707101,1095.156185
17/03/2011,1082.01704,1093.775741
18/03/2011,1056.651587,1073.050683
21/03/2011,1061.695723,1077.192014
22/03/2011,1064.321193,1079.345506
23/03/2011,1066.768362,1081.35175
24/03/2011,1079.773566,1092.008774
25/03/2011,1091.279365,1101.414195
28/03/2011,1077.424909,1090.112965
29/03/2011,1059.262697,1075.259393
30/03/2011,1060.855099,1076.566213
31/03/2011,1062.694769,1078.075498
01/04/2011,1063.008968,1078.33318
04/04/2011,1050.507562,1068.081087
05/04/2011,1061.120599,1076.80549
06/04/2011,1040.816308,1060.148138
07/04/2011,1042.537077,1061.565394
08/04/2011,1049.154185,1067.013544
11/04/2011,1035.589723,1055.85956
12/04/2011,1025.833895,1047.816176
13/04/2011,1029.421257,1050.779528
14/04/2011,1024.627307,1046.822257
15/04/2011,1042.871672,1061.8967
18/04/2011,1042.357499,1061.473364
19/04/2011,1020.317301,1043.325134
20/04/2011,1025.502958,1047.613711
21/04/2011,1030.983541,1052.141566
22/04/2011,1040.930561,1060.350603
25/04/2011,1060.840719,1076.750272
26/04/2011,1080.961196,1093.260376
27/04/2011,1090.890513,1101.377384
28/04/2011,1097.138774,1106.475822
29/04/2011,1098.606659,1107.672206
02/05/2011,1093.840391,1103.788558
03/05/2011,1105.486046,1113.286009
04/05/2011,1091.033664,1101.524631
05/05/2011,1077.183744,1090.2234
06/05/2011,1063.639661,1079.143041
09/05/2011,1072.032514,1086.026852
10/05/2011,1058.681587,1075.09374
11/05/2011,1057.941753,1074.486345
12/05/2011,1037.565556,1057.75537
13/05/2011,1045.871389,1064.602369
16/05/2011,1060.13922,1076.345342
17/05/2011,1070.476825,1084.830468
18/05/2011,1078.363132,1091.290943
19/05/2011,1076.180503,1089.50557
20/05/2011,1077.170156,1090.31543
23/05/2011,1060.725366,1076.860707
24/05/2011,1064.448098,1079.916089
25/05/2011,1051.431772,1069.240659
26/05/2011,1042.298291,1061.731047
27/05/2011,1029.784284,1051.423735
30/05/2011,999.9356558,1026.778218
31/05/2011,957.5250361,991.5493001
01/06/2011,925.4392673,964.658261
02/06/2011,886.6198968,931.8957357
03/06/2011,907.3507727,949.5470063
06/06/2011,873.1022353,920.5208814
07/06/2011,906.6286342,949.1604822
08/06/2011,940.7549856,978.0945776
09/06/2011,947.4469739,983.726787
10/06/2011,948.9800097,985.0152009
13/06/2011,943.284017,980.2296635
14/06/2011,890.9010096,936.1659075
15/06/2011,879.7863853,926.7052682
16/06/2011,891.5413047,936.7364908
17/06/2011,898.9158848,943.0129072
20/06/2011,915.487527,957.0934307
21/06/2011,899.2246169,943.3258077
22/06/2011,898.9646654,943.1049368
23/06/2011,929.0306257,968.6523442
24/06/2011,956.46008,991.8069829
27/06/2011,961.7454836,996.2428079
28/06/2011,933.9497942,972.9409219
29/06/2011,892.6147387,938.0801225
30/06/2011,904.3336954,948.0561274
01/07/2011,939.4095157,977.8368948
04/07/2011,944.171372,981.8493839
05/07/2011,916.6643598,958.6947452
06/07/2011,898.1906344,943.049719
07/07/2011,907.865395,951.2771622
08/07/2011,919.2962905,960.9770784
11/07/2011,943.3247103,981.3156124
12/07/2011,950.0787463,987.0030395
13/07/2011,926.2633246,966.9774061
14/07/2011,948.9321141,986.1379616
15/07/2011,932.4552445,972.278309
18/07/2011,878.643611,926.8525155
19/07/2011,884.0709106,931.4908056
20/07/2011,888.9443027,935.6505419
21/07/2011,933.1125751,973.3090402
22/07/2011,916.4602799,959.2469226
25/07/2011,911.9432668,955.4184926
26/07/2011,897.125801,942.847254
27/07/2011,885.6659035,933.09212
28/07/2011,857.3928762,908.9619679
29/07/2011,891.1984431,938.0064988
01/08/2011,932.0226526,972.8120805
02/08/2011,934.6582228,975.039196
03/08/2011,955.4932829,992.6352489
04/08/2011,954.7708973,992.0278538
05/08/2011,964.8608621,1000.51298
08/08/2011,956.4384061,993.4451091
09/08/2011,970.231948,1005.040834
10/08/2011,963.7105425,999.5742782
11/08/2011,957.943582,994.733523
12/08/2011,966.7258665,1002.114294
15/08/2011,952.28853,990.0032034
16/08/2011,975.0158357,1009.126947
17/08/2011,988.0925862,1020.078465
18/08/2011,983.1123018,1015.918729
19/08/2011,989.210214,1021.017167
22/08/2011,1024.608984,1050.577063
23/08/2011,1022.034195,1048.441978
24/08/2011,986.9816269,1019.360635
